0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
0.49563074111938477,0.5755031108856201,0.6019722819328308,0.546828031539917,0.6801713109016418,0.48727092146873474,0.7305850982666016,0.44482025504112244,0.7665683031082153,0.4222216010093689,0.6083794236183167,0.36809396743774414,0.6190091967582703,0.29093775153160095,0.6634687185287476,0.27515947818756104,0.7129879593849182,0.27279114723205566,0.5577212572097778,0.36405351758003235,0.5332889556884766,0.2654517889022827,0.5477313995361328,0.21046419441699982,0.562028169631958,0.17174780368804932,0.5043309926986694,0.3743612766265869,0.5155924558639526,0.2919553220272064,0.6038825511932373,0.29655691981315613,0.6698594093322754,0.31398797035217285,0.44967877864837646,0.3951881527900696,0.4337129294872284,0.32519975304603577,0.4305996894836426,0.27273029088974,0.42466166615486145,0.22465212643146515
0.49682056089971577,0.5977686944194075,0.6096732753897818,0.5536754778490894,0.6943766724032587,0.4874193368864315,0.7409561875316366,0.44703662484612255,0.7984053030871899,0.41500696648365304,0.6220536969397688,0.3563689102266545,0.6284202215003679,0.2648685620670969,0.6677660762571915,0.25998030621540474,0.7277405665970124,0.25937168226945145,0.5630009981269061,0.3481315501390182,0.5321019168202739,0.22915037816435244,0.5593496401003907,0.17907510972782714,0.5776577962747174,0.1568401240432452,0.5009594956433868,0.3700571083037752,0.5134555366375402,0.2822012683725871,0.6132826608246739,0.27848315258081097,0.6921812110162865,0.30607772499506236,0.4426211599217313,0.3822204924393057,0.4255764026000863,0.31039078094465766,0.42326882273262983,0.2478596246026201,0.4099868694927859,0.19648254670507237
0.49925787556078993,0.5809586140342892,0.402253354207707,0.5298134138411645,0.33710150268804645,0.4649726003063913,0.31057081426729755,0.4316332293378664,0.26204471719350936,0.40227912783328884,0.42830202835490144,0.3484741907865417,0.4411481002654354,0.28776509930264976,0.4076995133930735,0.2707914668731627,0.3512086255366822,0.2581664901082201,0.48830023928793137,0.36483364953509334,0.5447476575898891,0.26413577188045817,0.5345109591202732,0.21281462617929287,0.535508304493795,0.1830649484383287,0.5375136905528562,0.3768874862557305,0.5621489216474006,0.3020790040373688,0.4869429458005716,0.2908194532668583,0.4070031985140688,0.29985019550359976,0.5854038394603628,0.4055545560052178,0.6075608788152126,0.337410608959818,0.6320614160843377,0.2813452125783149,0.6643025593537595,0.24488505820834253
0.5024371036988927,0.5658453759011232,0.5963564289998342,0.5469260731135311,0.6824261668333842,0.4911042733598073,0.7357266039210848,0.45442825166151907,0.7650903605605518,0.419957819809208,0.6256133446645933,0.3755315674142786,0.6178844707963336,0.290419933785453,0.6517336442491088,0.2716266747438731,0.6837831323366286,0.2734151446104151,0.5710148914228254,0.3544490819832939,0.5534438845165423,0.26838293803623814,0.569634986545584,0.20743349564485866,0.5799561994453617,0.17089052070791988,0.5147164750503084,0.36690636537912236,0.5308953814843868,0.2967893581628928,0.6203149311427728,0.3080471942428307,0.6865461894164925,0.32096071961937983,0.45930948308566333,0.3988790579689123,0.44543109751500565,0.32246511411826273,0.44363040344862004,0.2731350162015563,0.4451265853013918,0.23060519373905336
0.528620693695342,0.56089059004625,0.4182499336306926,0.5462215761318889,0.3286977388077063,0.5018483580261601,0.27753215953331245,0.46803266412423994,0.22582424144017005,0.44460305063951777,0.3633880978251774,0.3807471843918001,0.3229248978081529,0.32063614006808494,0.2873848812975701,0.28584302133772005,0.2374698946034133,0.29229164467330165,0.4246537048921833,0.36730519417561747,0.41910770105375444,0.2729879422318814,0.3941592668294494,0.2129432370512657,0.37044631299842845,0.18619743784309936,0.4757425974354899,0.3748592103515568,0.4309589950043799,0.3062009258585165,0.3623893449065896,0.3159163052925151,0.29148880230644414,0.32698149728376735,0.5340380161194983,0.3955801476015814,0.5135466621416638,0.3208182460496178,0.5114677724270088,0.27760105245725863,0.505674796421413,0.22974272239456223
0.5927009582519531,0.5686477422714233,0.665334165096283,0.5458183884620667,0.7142760753631592,0.4951847493648529,0.7469781637191772,0.4561016261577606,0.7213364839553833,0.4392329454421997,0.6658259630203247,0.41265833377838135,0.6798063516616821,0.35518717765808105,0.6825723052024841,0.3747214376926422,0.6713305115699768,0.4030314087867737,0.6243300437927246,0.4086931347846985,0.637685239315033,0.3319534957408905,0.6478803753852844,0.2812625467777252,0.6517665982246399,0.2370879203081131,0.5828155875205994,0.4185052216053009,0.5859671831130981,0.3568257689476013,0.5957502722740173,0.3439805507659912,0.6033055186271667,0.3417919874191284,0.5423915386199951,0.43625378608703613,0.546434223651886,0.38695454597473145,0.5537267327308655,0.3554078936576843,0.5650111436843872,0.3295626640319824
0.6127787274378622,0.5697557047547218,0.6774295280916884,0.5358092113272009,0.7300851169850061,0.48234461070491763,0.7564012305400982,0.44018453327407864,0.7324440240485368,0.4240052199770467,0.6656983843855008,0.40932522889239403,0.6703684373047927,0.33807869388372574,0.6840531190132677,0.35477663672494136,0.6738139786325188,0.3901543277182779,0.62720237664255,0.4038500820633605,0.6326114290734784,0.3273444592297153,0.6283672153318026,0.26425637546506514,0.6433449956624927,0.21044041792360457,0.5817669349718951,0.4011850877833017,0.5790105820959098,0.3485106915520544,0.5966753569997308,0.3333584629394914,0.5989103797305362,0.3409811561033529,0.5436077427569956,0.41816789114809966,0.5354279457402106,0.38227925622204023,0.5465712047454456,0.3509246344607622,0.5569729066221839,0.3229143377847284
0.5860144325252484,0.5697799514946903,0.6656739840145964,0.5499819771838784,0.7114832269938078,0.4908356186828954,0.7415632251221993,0.4674972022237561,0.7223172398151751,0.4381207649461129,0.6672310156213611,0.4132899330501753,0.6769133263308479,0.3611885262211684,0.678032094305688,0.38231183507286215,0.6638579004491578,0.4001972121160104,0.6244428026368197,0.40174133325249145,0.6437526865943609,0.32994896132548046,0.6481477231346813,0.2782406857496699,0.6738043065311454,0.24303622146855552,0.5917429920577699,0.41779642093538416,0.5852011143884033,0.3555335085124569,0.6138739269264967,0.3460343177697812,0.5993202611686141,0.35739498390183616,0.5466061152588968,0.43968826583665604,0.5481647190637118,0.3875152363484783,0.5623402731103634,0.3676829521595122,0.5761762799296026,0.3306268707659742
0.39509872278448205,0.5441019331591531,0.33921931616700507,0.5145100979195493,0.3083515635044426,0.4586318094936422,0.29794230151267476,0.40401694756582085,0.3109051246528115,0.40954988166360706,0.37106220363862463,0.39832895075541214,0.374121249308013,0.3451295479317269,0.3735450363624841,0.3465111645946114,0.3612467028921805,0.39115987186559037,0.41105645083069403,0.4107871183273038,0.42072922142563673,0.32308426312088906,0.43224772056880884,0.27594641783164253,0.4247825023518713,0.24366732097045027,0.44241224670602214,0.4133021686403776,0.4618597622848559,0.3540223736080278,0.4569158643409035,0.33687945976367356,0.44588454600788074,0.33912473535967763,0.47876519753005725,0.4472924832342194,0.4937664547544997,0.38588523987862566,0.48960863994272286,0.3592325219019746,0.5005209736663958,0.33188846569259556
0.3886678034540266,0.56312342496982,0.31021120342798175,0.5308439734149926,0.2708307225705132,0.48118998244864336,0.23611270186152114,0.4103819765121254,0.27108674254338455,0.4091174274531021,0.3414916030859334,0.38170500360929704,0.33926073668914153,0.32847425485179615,0.3219738367363283,0.33560592291934443,0.3208476485957412,0.3715800010515541,0.3798165268160694,0.4016507898201828,0.38224685919278883,0.29010093230382944,0.38495583332210476,0.2471092470617024,0.37738657414646043,0.20961480996668141,0.426974826478664,0.4099251246152403,0.4332787698224811,0.3169477420271453,0.41965026607856765,0.3247813943504325,0.3987808255307749,0.3230939542568221,0.4565070974527099,0.436698276295765,0.47207728355390205,0.3684848504166415,0.4719248499803483,0.34081448604689085,0.4521960582536261,0.3152534970702279
